Nombre,PadreID,PadreText,Rama,Carácter,Nivel,Orden,Suborden,Ministerio,Tipo de Documento,Número de Documento,Sigla,Teléfono 1,Teléfono 2,Teléfono 3,Fax,Sitio Web,Dirección,Departamento,Municipio,Representante Legal,Latitud,Longitud,Descripcion,imagen,
Alcaldía Municipal de Cocorná en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5197,,5.71311E+12,,,5748343650,http://www.cocorna-antioquia.gov.co,Calle 20 # 20 - 19,ANTIOQUIA,COCORNÁ,,5.850111,-76.022185,"Somos un Municipio que avanza hacia una construcción colectiva de la sociedad del futuro. Este sueño colectivo implica trabajar por un desarrollo humano en donde sus habitantes eleven sus expectativas de vida, aumenten las posibilidades de acceso a la educación y se le generen ingresos dignos para exaltar su calidad de vida.",http://cocorna-antioquia.gov.co/apc-aa-files/30623437323331306339636638323261/escudo_16.jpg,
Alcaldía Municipal de Coello en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73200,,5743838000,5743839202,,5782886081,http://www.coello-tolima.gov.co,Calle 3 # 2 - 41,TOLIMA,COELLO,Carlos Zarta Martínez,10.568601,-75.32534,"la alcaldia municipal busca Trabajar con eficiencia y eficacia para mejorar los servicios públicos a cargo del municipio, brindando a la comunidad oportunidades de vida más dignas, mediante convenios de cooperación de todos los sectores, logrando viabilidad productiva, turística, financiera y social dentro del camino hacia el desarrollo sostenible.",http://coello-tolima.gov.co/apc-aa-files/36363237326263663063386632336635/escudo-coello-definitivo.png,
Alcaldía Municipal de Cogua en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25200,,5.78321E+12,,,5718548394,http://www.cogua-cundinamarca.gov.co,Carrera 3 # 3 - 34,CUNDINAMARCA,COGUA,,6.057412,-75.185651,"El gobierno del Municipio de Cogua es una entidad pública, legítima y autónoma, que tiene como fin primordial prestar, administrar y garantizar el funcionamiento continuo y seguro de los servicios básicos de la población del municipio, construir las obras que demande el progreso local, ordenar el desarrollo de su territorio, promover la participación comunitaria, el mejoramiento social y cultural de sus habitantes.",http://cogua-cundinamarca.gov.co/apc-aa-files/32616236623066323634663230643135/escudo.jpg,
Alcaldía Municipal de Colombia en Huila,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,41206,,5.73207E+11,,,5788319697,http://www.colombia-huila.gov.co,Calle 6 # 3-74,HUILA,COLOMBIA,Arbey Vargas Manguera,4.287434,-74.899161,"La alcaldia municipal busca Construir y desarrollar políticas que le permitan a Colombia poder ser generador de una dinámica donde todos los Colombianos, sin distingo alguno puedan lograr su propio desarrollo personal, donde la participación ciudadana en todas sus decisiones logre una renovación y un verdadero cambio y transformación buscando siempre el desarrollo y la equidad, con un compromiso social, mentalidad de servicio y liderazgo que permitan forjar una nueva y mejor sociedad Colombiana.",http://colombia-huila.gov.co/apc-aa-files/63356334633663306436353932373038/escudo-copia.png,
Alcaldía Municipal de Colón en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52203,,5.73103E+11,,,5727264632,http://www.colongenova-narino.gov.co,Palacio Municipal,NARIÑO,COLÓN,,5.059968,-73.978401,"La alcaldia municipal busca Promover el desarrollo socioeconómico sostenible de la Comunidad , de manera que se favorezca la participación comunitaria, el respeto por los valores individuales y sociales, procurando una permanente satisfación de los servicios inherentes al estado respecto a sus asociados.",http://colongenova-narino.gov.co/apc-aa-files/33313638643166396536386435346230/escudo-colon-pequeo.jpg,
Alcaldía Municipal de Colón en Putumayo,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,86219,,5788380088,,,5784251825,http://www.colon-putumayo.gov.co,Calle 3 # 7 - 95,PUTUMAYO,COLÓN,,2.38993,-75.890728,"la alcaldia municipal busca Asegurar que se cumplan los derechos y deberes ciudadanos, promover el bienestar y prosperidad de sus habitantes, afianzar la justicia social, instar a la población a construir un municipio más agradable, cívico, que sea orgullo de todos sus habitantes.",http://colon-putumayo.gov.co/apc-aa-files/66663739663766303263336165346635/logo-7.gif,
Alcaldía Municipal de Coloso en Sucre,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,70204,,5748453562,,,5752499052,http://www.coloso-sucre.gov.co,Plaza Principal Coloso,SUCRE,COLOSO,,1.64334,-77.01889,"El municipio de Colosó, entidad territorial perteneciente a la subregión de los montes de María tiene como Misión la de planear y ejecutar acciones dirigidas a hacer posible el desarrollo sostenible de las comunidades que habitan bajo su jurisdicción en armonía con el medio ambiente, en el marco de la Constitución política de Colombia, La Ley, las Ordenanzas Departamentales y Los Acuerdos del Concejo Municipal. Y acatando en su plenitud con los principios rectores de la administración pública",http://coloso-sucre.gov.co/apc-aa-files/37333739353730346365346461353939/escudo_1.jpg,
Alcaldía Municipal de Cómbita en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15204,,5728182645,,,5787310097,http://www.combita-boyaca.gov.co,Calle 3 # 5 - 63,BOYACÁ,CÓMBITA,,1.19066,-76.971887,"Cómbita tendrá un proceso de transformación que generará desarrollo y calidad de vida a todos los habitantes del municipio. Esa transformación se impulsará en los sectores de educación, cultura, recreación, deporte, salud, infraestructura vial, gestión ambiental, vivienda, turismo, saneamiento básico, servicios públicos, agropecuario, infancia y adolescencia, con cada uno de los proyectos plasmados en la plataforma programática de este propuesta de gobierno.",http://combita-boyaca.gov.co/apc-aa-files/66656235313963633961313362613533/escudo-comp2.jpg,
Alcaldía Municipal de Concepción en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5206,,5.73209E+11,,,5748567085,http://www.concepcion-antioquia.gov.co,Carrera 21 # 19 - 23 Parque Principal,ANTIOQUIA,CONCEPCIÓN,,9.495525,-75.351952,,http://concepcion-antioquia.gov.co/apc-aa-files/61363539373935386530326661316661/escudo_definitivo.png,
Alcaldía Municipal de Concepción en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68207,,3132237047,,,5776603251,http://www.concepcion-santander.gov.co,Calle 7 # 3 - 16,SANTANDER,CONCEPCIÓN,,5.635306,-73.322382,"Concepción es un territorio que avanza en el camino correcto hacia la modernización en la organización y el funcionamiento eficaz y eficiente del municipio, mediante la implementación de políticas y acciones concretas, dirigidas al Desarrollo Humano Integral de todos los miembros de la Comunidad, teniendo como criterio CRECER MÁS PARA DISTRIBUIR MÁS. Para alcanzarlo, la Alcaldía, teniendo como motores de desarrollo la Universalidad y la Equidad, se concentra en potenciar sus Particularidades (Virtudes) y, de tal modo, resolver sus Problemáticas (Carencias) ajustándose plenamente a los mandatos de la Constitución y la Ley.",http://concepcion-santander.gov.co/apc-aa-files/33376330383031633865383636663630/escudo_2.jpg,
Alcaldía Municipal de Concordia en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5209,,5777527148,,,5748446157,http://www.concordia-antioquia.gov.co,Carrera 20 # 19 - 25,ANTIOQUIA,CONCORDIA,,6.395658,-75.258406,"Somos una entidad del orden territorial, al servicio de la comunidad Concordiana, que mediante la planeación participativa y la ejecución de planes, programas, proyectos y políticas públicas contribuirá a mejorar en un porcentaje significativo la satisfacción de las necesidades básicas de su población, garantizando el cumplimiento de sus deberes y el respeto por sus derechos.",http://concordia-antioquia.gov.co/apc-aa-files/33633637303465656132333935653936/escudodeconcordia.jpg,
Alcaldía Municipal de Concordia en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47205,,5748411183,,,,http://www.concordia-magdalena.gov.co,Carrera 4 # 5a - 18,MAGDALENA,CONCORDIA,,6.768871,-72.695665,,http://concordia-magdalena.gov.co/apc-aa-files/38663962353561613439663266326434/escudo.jpg,
Alcaldía Municipal de Condoto en Chocó,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,27205,,5757748891,,,5746798007,http://www.condoto-choco.gov.co,Cra 3 # 6 - 52,CHOCÓ,CONDOTO,,6.045832,-75.907342,"La alcaldia municipal busca Proyectar un futuro prospero cimentado en la creación de cambios en nuestra cultura o vocación económica minera, por una cultura o vocación agrícola a través de la siembra y cultivos de alimentos de productos básicos de la canasta familiar local, nacional, que nos permita un desarrollo alternativo y sostenible, que beneficie de manera directa y efectiva a nuestro pueblo y sus gentes, para lo cual se necesita la participación activa de la sociedad Condoteña a través de sus diferentes sectores.",http://condoto-choco.gov.co/apc-aa-files/32656132383534313638343438363534/escudocondoto_4_1.jpg,
Alcaldía Municipal de Confines en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68209,,5787404270,,,577802137,http://www.confines-santander.gov.co,Calle 5 # 5 - 28,SANTANDER,CONFINES,,,,"Confines territorio de paz y tranquilidad   %3B    gestora de organizaciones productivas y competitivas que permite gozar a propios y visitantes de bienestar integral, le corresponde: “Ordenar el desarrollo de su territorio y construir las obras que demande el progreso municipal, administrar las decisiones y prestar los servicios públicos que determine la ley. Promover la participación comunitaria, el mejoramiento social y cultural de sus habitantes, planificar el desarrollo económico, social, ambiental y cultural en beneficio de la población.",http://confines-santander.gov.co/apc-aa-files/31356439616561656161383639376336/picasion.com_12e27ad86afa2008d2a26d18d68e152e.gif,
Alcaldía Municipal de Consacá en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52207,,5752922188,,,5727423155,http://www.consaca-narino.gov.co,Parque Principal,NARIÑO,CONSACÁ,,5.09462,-76.648329,"El Municipio de Consacá presta los servicios de su competencia, construye las obras necesarias para su progreso, ordena el desarrollo de su territorio, promueve la participación de la comunidad y su mejoramiento económico, social y cultural, enmarcado en el respeto y conservación del medio ambiente y el fortalecimiento de la calidad de vida de sus habitantes.",http://consaca-narino.gov.co/apc-aa-files/37333837396166313631356364343931/escudo-consaca-2013.png,
Alcaldía Municipal de Contadero en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52210,,5754290734,,,,http://www.contadero.narino.gov.co,Calle 4 # 1-16,NARIÑO,CONTADERO,,6.356051,-73.240565,,http://contadero-narino.gov.co/apc-aa-files/38353538656165303036333932313035/anigif-bn.gif,
Alcaldía Municipal de Contratación en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68211,,5782258106,,,5777171139,http://www.contratacion-santander.gov.co,Carrera 4 # 6 - 51,SANTANDER,CONTRATACIÓN,,1.20669,-77.46606,"al Municipio como entidad fundamental de la división político-administrativa del Estado le corresponde prestar los servicios públicos que determine la ley, construir las obras que demande el progreso local, ordenar el desarrollo de su territorio, promover la participación comunitaria, el mejoramiento social y cultural de sus habitantes y cumplir las demás funciones que le asignen la Constitución y las leyes.",http://contratacion-santander.gov.co/apc-aa-files/61393132313663313730333064623130/escudo.png,
Alcaldía Municipal de Convención en Norte de Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,54206,,5718469160,,,5775630023,http://www.convencion-nortedesantander.gov.co,Parque Principal Esquina,NORTE DE SANTANDER,CONVENCIÓN,,0.920053,-77.564873,"El Municipio de Convención será un Municipio con un gran empuje económico,   gracias   a   la   recuperación   agrícola   y   pecuaria,   sus   habitantes serán generadores de su propio desarrollo, habrá equidad y justicia social, con calidad de vida y reducción de la extrema pobreza, con las finanzas públicas saneadas y fortalecido institucionalmente.",http://convencion-nortedesantander.gov.co/apc-aa-files/33386136623866343336623736613039/escudo_5.jpg,
Alcaldía Municipal de Copacabana en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5212,,5717490000,5714260000,,5742747122,http://www.copacabana.areadigital.gov.co,Carrera 50 # 50 - 15,ANTIOQUIA,COPACABANA,,6.290436,-73.474133,,http://www.copacabana.gov.co/Style%20Library/images/logo.png,
Alcaldía Municipal de Coper en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15212,,5.72321E+12,,,,http://www.coper-boyaca.gov.co,Carrera 2 # 4 - 61,BOYACÁ,COPER,,8.38695,-73.33966,"El Municipio de Coper es la entidad territorial fundamental del Estado, encargada de prestar los servicios públicos básicos de manera eficiente, administrar los recursos, naturales, físicos, humanos y financieros con eficacia, construyendo las obras que demanda un municipio Fuente de Trabajo y Paz, cuya finalidad es la participación activa de la comunidad para mejorar la Calidad de Vida de sus habitantes, fundamentado en el trabajo y la Transparencia de su gestión",http://coper-boyaca.gov.co/apc-aa-files/35336539323537373531616131346436/escudo-coper.jpg,
Alcaldía Municipal de Córdoba en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13212,,5756236028,,,,http://www.cordoba-bolivar.gov.co,Alcaldía Municipal de Córdoba Bolívar - Av. Luis Carlos Galán # 2 - 01,BOLÍVAR,CÓRDOBA,Carlos Jose Villamil,6.346672,-75.507936,"La Oficina de Control Interno de la Alcaldía de Córdoba Bolívar, busca acompañar, evaluar, controlar y recomendar a las dependencias de la Entidad, para que su accionar esté dirigido al cumplimiento de las funciones constitucionales, a la Misión Institucional y al correcto y efectivo desarrollo de la administración, para lograr el mejor desarrollo de la gestión.",http://cordoba-bolivar.gov.co/apc-aa-files/39306566353732363966356161383661/valla-_1.jpg,
